,Mc,q,cosinc,e0,D,f0,phi_coal,lam,beta,psi,logP,logL,it
0,26.086422880198967,2.641988726827902,-0.8913613872278991,0.001637197154080025,24648623.388929605,0.023767786101773682,5.465985320285505,0.7755389529332299,-0.6640213055488486,0.813265542719446,-8.279323037439767,212.90280506709504,32379
1,26.084691047983963,1.828401726672014,-0.44568591493220344,0.0038823257991138127,153664003.39995658,0.02376785204887625,4.498984724584654,0.758760066151675,-0.651409143497589,2.1985606068130585,-8.279323037439767,213.15369941414636,34922
2,26.088199977201864,4.89372794873689,-0.9765550024412277,0.0030898527265943937,161415549.32886183,0.023767692785889312,0.5474922650726781,0.7804993154174792,-0.6040299288632305,1.3327637832542136,-8.279323037439767,213.20425647919492,39064
3,26.0851760026449,1.2853401798318331,-0.4878271586403955,0.0022851212815427923,160057636.63086474,0.02376785578749777,0.18884378775620903,0.7543106333173049,-0.6146513300008503,0.901708388343408,-8.279323037439767,213.84164221219206,39234
4,26.08780210402087,4.872913868386097,-0.8051754074166673,0.003429144599909244,93560981.85104573,0.023767762062369493,5.822898853436903,0.7995709701658543,-0.6596259679610096,2.5175296560078064,-8.279323037439767,213.86634552067937,39299
5,26.08571813285913,2.246472053027625,-0.4524509105471767,0.0019037109489077385,80616306.46092711,0.023767876698480652,5.441129814361254,0.7763663757065703,-0.709222513700067,1.173003790279445,-8.279323037439767,214.01860881381356,39642
6,26.08761975362215,4.5364903216880625,-0.283304478480351,0.003136179380796163,96395787.55948506,0.02376775478001722,3.2301513958024497,0.7363252696930322,-0.7162246039739293,0.854006634811303,-8.279323037439767,214.2528744347641,38673
7,26.086878507358556,3.3293544891655387,-0.5433348312906116,0.0008146296537039743,170189991.75419837,0.02376788148815318,4.758937886401116,0.7610004814180671,-0.6538853821731054,1.6666079215073282,-8.279323037439767,214.289664221656,39369
8,26.08783517747967,4.692955166546302,-0.36932536231174645,0.0022737258055161255,148915663.50755537,0.02376788120920286,3.941547191542336,0.7667343282156422,-0.7173151356177516,0.9372804296506414,-8.279323037439767,214.37950329127517,37130
9,26.08466884562417,1.901811826523014,-0.8517300105923502,0.003997665845868683,112151091.3953842,0.02376784541874605,4.967485207642012,0.7677857442110824,-0.753102133223839,2.586299494664278,-8.279323037439767,214.4477571295591,39412
